-0.101442 0.889706 0.889706 0.650183 1.000000 0.000000
-0.128469 0.149706 0.149706 -0.064103 1.000000 0.000000
-0.114955 0.209706 0.209706 0.007326 1.000000 0.000000
-0.101442 0.289706 0.289706 0.109366 1.000000 0.000000
-0.114955 0.369706 0.369706 0.435897 0.000000 1.000000
-0.074415 -0.030294 -0.030294 -0.309001 0.000000 1.000000
-0.101442 0.029706 0.029706 -0.206960 1.000000 0.000000
-0.114955 0.129706 0.129706 0.007326 0.000000 1.000000
-0.101442 0.069706 0.069706 -0.125327 1.000000 0.000000
-0.060901 0.809706 0.809706 0.650183 1.000000 0.000000
-0.074415 0.349706 0.349706 0.242020 0.000000 1.000000
-0.128469 -0.050294 -0.050294 -0.309001 0.000000 1.000000
-0.101442 0.089706 0.089706 -0.064103 1.000000 0.000000
-0.114955 0.149706 0.149706 0.129775 0.000000 1.000000
-0.101442 0.009706 0.009706 -0.196756 1.000000 0.000000
-0.101442 -0.010294 -0.010294 -0.237572 1.000000 0.000000
-0.101442 0.169706 0.169706 0.139979 1.000000 0.000000
-0.101442 0.189706 0.189706 0.150183 1.000000 0.000000
-0.101442 0.009706 0.009706 -0.196756 1.000000 0.000000
-0.101442 -0.050294 -0.050294 -0.309001 1.000000 0.000000
-0.101442 -0.050294 -0.050294 -0.309001 1.000000 0.000000
-0.074415 0.109706 0.109706 -0.064103 0.000000 1.000000
-0.101442 0.009706 0.009706 -0.186552 1.000000 0.000000
-0.101442 0.009706 0.009706 -0.186552 1.000000 0.000000
-0.006847 0.069706 0.069706 -0.186552 0.000000 1.000000
-0.074415 0.169706 0.169706 0.058346 0.000000 1.000000
-0.074415 0.009706 0.009706 -0.206960 0.000000 1.000000
-0.074415 0.129706 0.129706 -0.002878 1.000000 0.000000
-0.074415 -0.010294 -0.010294 -0.237572 1.000000 0.000000
-0.074415 0.049706 0.049706 -0.135531 0.000000 1.000000
-0.114955 0.169706 0.169706 0.242020 0.000000 1.000000
-0.074415 0.089706 0.089706 -0.064103 1.000000 0.000000
-0.074415 0.089706 0.089706 -0.064103 1.000000 0.000000
-0.074415 0.069706 0.069706 -0.084511 1.000000 0.000000
-0.101442 0.209706 0.209706 0.303244 0.000000 1.000000
-0.101442 0.049706 0.049706 -0.064103 1.000000 0.000000
-0.101442 0.129706 0.129706 0.129775 1.000000 0.000000
-0.074415 0.009706 0.009706 -0.186552 1.000000 0.000000
-0.101442 0.169706 0.169706 0.231815 1.000000 0.000000
-0.074415 0.029706 0.029706 -0.125327 1.000000 0.000000
-0.101442 0.149706 0.149706 0.190999 1.000000 0.000000
-0.101442 -0.010294 -0.010294 -0.186552 0.000000 1.000000
-0.101442 -0.010294 -0.010294 -0.186552 1.000000 0.000000
-0.101442 -0.010294 -0.010294 -0.186552 0.000000 1.000000
-0.074415 0.289706 0.289706 0.354264 1.000000 0.000000
-0.074415 0.069706 0.069706 -0.064103 1.000000 0.000000
-0.101442 0.069706 0.069706 0.017530 0.000000 1.000000
-0.101442 -0.070294 -0.070294 -0.329409 0.000000 1.000000
-0.101442 -0.070294 -0.070294 -0.329409 0.000000 1.000000
-0.101442 -0.070294 -0.070294 -0.329409 0.000000 1.000000
-0.101442 0.109706 0.109706 0.119571 0.000000 1.000000
-0.101442 0.109706 0.109706 0.119571 1.000000 0.000000
-0.101442 0.009706 0.009706 -0.125327 0.000000 1.000000
-0.101442 0.129706 0.129706 0.180795 0.000000 1.000000
-0.074415 -0.010294 -0.010294 -0.206960 1.000000 0.000000
-0.074415 0.269706 0.269706 0.354264 1.000000 0.000000
-0.074415 0.049706 0.049706 -0.084511 1.000000 0.000000
-0.101442 0.029706 0.029706 -0.064103 1.000000 0.000000
-0.101442 0.209706 0.209706 0.476713 0.000000 1.000000
-0.087928 0.009706 0.009706 -0.135531 0.000000 1.000000
-0.101442 0.029706 0.029706 -0.053899 0.000000 1.000000
-0.101442 0.049706 0.049706 0.007326 1.000000 0.000000
-0.101442 0.089706 0.089706 0.150183 0.000000 1.000000
-0.074415 -0.010294 -0.010294 -0.186552 1.000000 0.000000
-0.101442 -0.050294 -0.050294 -0.257980 1.000000 0.000000
-0.087928 0.209706 0.209706 0.405285 0.000000 1.000000
-0.101442 -0.030294 -0.030294 -0.206960 1.000000 0.000000
-0.128469 -0.070294 -0.070294 -0.309001 0.000000 1.000000
-0.074415 0.029706 0.029706 -0.094715 0.000000 1.000000
-0.114955 0.069706 0.069706 0.170591 0.000000 1.000000
-0.101442 -0.030294 -0.030294 -0.186552 0.000000 1.000000
