-0.310344 -0.331561 -0.106238 -0.106239 -0.010657 -0.009078 -0.002147 -0.015709 -0.042112 -0.087722 0.127001 0.599691 -0.599691 0.004207 -0.283275 -0.182968 -0.388967 -0.032722 -0.139929 0.186528 0.424266 -0.012711 -0.140720 0.056409 0.741063 0.160171 -0.003220 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.043322 0.019285 0.068326 0.068324 -0.011699 -0.009748 -0.002918 -0.016815 -0.002703 -0.028434 0.127001 0.599691 -0.599691 0.004207 0.435073 -0.036978 -0.363867 -0.033978 -0.010529 0.153228 0.424266 -0.088545 -0.181349 0.013884 0.715753 0.044344 -0.287020 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.151240 0.126699 -0.007451 -0.007454 -0.011941 -0.009939 -0.003524 -0.017111 0.071189 -0.020529 0.091327 0.599691 -0.599691 0.070874 0.642368 -0.075859 -0.237467 -0.033864 0.139471 0.133928 0.424266 -0.123674 -0.181349 -0.034746 0.588295 -0.008514 -0.370420 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.165316 0.141293 -0.098656 -0.098657 -0.011253 -0.009461 -0.002092 -0.016160 0.071189 -0.016576 -0.059175 -0.400309 0.400309 0.704207 0.398900 0.028707 -0.415167 -0.032151 -0.072029 0.186528 0.424266 -0.047628 -0.159587 0.058687 0.767482 0.025523 -0.064220 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.421035 0.401655 -0.088746 -0.088730 0.003374 -0.004963 0.009753 0.003504 -0.234230 -0.016576 -0.059175 -0.400309 0.400309 0.354207 -0.263480 0.036441 -0.504567 -0.023703 -0.327229 0.175028 0.424266 0.171579 -0.034217 0.236370 0.857631 0.067970 0.414580 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
-0.082778 -0.103307 -0.119378 -0.119375 -0.008279 -0.008791 0.000222 -0.012419 -0.101225 -0.012623 -0.040223 -0.400309 0.400309 -0.129126 0.289675 -0.076813 -0.444367 -0.029069 -0.060529 0.186528 0.424266 0.059207 -0.095731 0.125914 0.796927 0.095500 0.401980 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
-0.092748 -0.100388 -0.116435 -0.116407 0.046891 0.011307 0.019228 0.110054 -0.303195 0.271962 0.127001 -0.400309 0.400309 0.237541 0.158646 -0.079673 -0.491267 -0.015711 -0.467029 0.147228 0.424266 0.282484 0.059469 0.285258 0.844219 -0.410857 0.414580 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
-0.223540 -0.243996 -0.110855 -0.110857 -0.011542 -0.009652 -0.003469 -0.016073 0.194341 0.165242 0.127001 -0.400309 0.400309 0.237541 -0.106928 -0.078614 -0.070767 -0.031352 0.298571 0.186528 0.424266 -0.071723 -0.109198 -0.024015 0.420200 -0.315752 -0.249520 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
-0.141429 -0.160516 -0.094048 -0.094049 -0.010677 -0.009269 -0.003138 -0.015232 -0.155412 0.070381 0.127001 -0.400309 0.400309 0.237541 0.059772 -0.206911 -0.070767 -0.029297 0.256171 0.186528 0.424266 -0.013656 -0.072147 0.002754 0.420200 -0.011618 -0.026120 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
-0.291575 -0.308210 -0.067105 -0.067097 -0.002541 -0.006303 0.004629 -0.002251 -0.155412 0.050618 0.127001 -0.400309 0.400309 0.237541 -0.245192 0.012604 -0.473167 -0.027242 -0.262729 0.168528 0.424266 0.132224 -0.042805 0.190558 0.825968 -0.066278 0.414580 1.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
