0.632911 0.750000 0.202899 0.080000 1.000000 0.000000 0.000000
0.810127 0.636364 0.811594 0.880000 0.000000 0.000000 1.000000
0.822785 0.636364 0.666667 0.600000 0.000000 1.000000 0.000000
0.848101 0.704545 0.811594 0.960000 0.000000 0.000000 1.000000
0.797468 0.636364 0.739130 0.600000 0.000000 0.000000 1.000000
0.582278 0.772727 0.202899 0.120000 1.000000 0.000000 0.000000
0.873418 0.704545 0.739130 0.920000 0.000000 0.000000 1.000000
0.784810 0.500000 0.652174 0.600000 0.000000 1.000000 0.000000
0.746835 0.727273 0.695652 0.720000 0.000000 1.000000 0.000000
0.582278 0.818182 0.144928 0.080000 1.000000 0.000000 0.000000
0.772152 0.681818 0.666667 0.560000 0.000000 1.000000 0.000000
0.759494 0.613636 0.739130 0.640000 0.000000 1.000000 0.000000
0.822785 0.681818 0.753623 0.800000 0.000000 0.000000 1.000000
0.708861 0.568182 0.565217 0.440000 0.000000 1.000000 0.000000
0.822785 0.681818 0.797101 0.720000 0.000000 0.000000 1.000000
0.734177 0.613636 0.739130 0.760000 0.000000 0.000000 1.000000
0.860759 0.727273 0.855072 0.920000 0.000000 0.000000 1.000000
0.645570 0.750000 0.246377 0.200000 1.000000 0.000000 0.000000
0.721519 0.636364 0.652174 0.520000 0.000000 1.000000 0.000000
0.784810 0.772727 0.782609 0.920000 0.000000 0.000000 1.000000
0.974684 0.863636 0.971014 0.880000 0.000000 0.000000 1.000000
0.797468 0.750000 0.681159 0.640000 0.000000 1.000000 0.000000
0.848101 0.750000 0.826087 1.000000 0.000000 0.000000 1.000000
0.962025 0.681818 0.956522 0.840000 0.000000 0.000000 1.000000
0.620253 0.568182 0.652174 0.680000 0.000000 0.000000 1.000000
0.696203 0.795455 0.188406 0.080000 1.000000 0.000000 0.000000
0.848101 0.681818 0.753623 0.920000 0.000000 0.000000 1.000000
0.886076 0.727273 0.681159 0.560000 0.000000 1.000000 0.000000
0.810127 0.727273 0.652174 0.600000 0.000000 1.000000 0.000000
0.772152 0.636364 0.579710 0.520000 0.000000 1.000000 0.000000
0.607595 0.704545 0.231884 0.080000 1.000000 0.000000 0.000000
0.746835 0.681818 0.739130 0.720000 0.000000 0.000000 1.000000
0.696203 0.545455 0.550725 0.440000 0.000000 1.000000 0.000000
0.797468 0.568182 0.724638 0.760000 0.000000 0.000000 1.000000
0.810127 0.727273 0.768116 0.920000 0.000000 0.000000 1.000000
0.658228 0.772727 0.202899 0.080000 1.000000 0.000000 0.000000
0.620253 0.818182 0.202899 0.040000 1.000000 0.000000 0.000000
0.683544 0.681818 0.652174 0.600000 0.000000 1.000000 0.000000
1.000000 0.863636 0.927536 0.800000 0.000000 0.000000 1.000000
0.556962 0.727273 0.188406 0.080000 1.000000 0.000000 0.000000
0.848101 0.750000 0.826087 0.840000 0.000000 0.000000 1.000000
0.632911 0.795455 0.231884 0.240000 1.000000 0.000000 0.000000
0.734177 0.590909 0.579710 0.480000 0.000000 1.000000 0.000000
0.556962 0.681818 0.188406 0.080000 1.000000 0.000000 0.000000
0.974684 0.636364 0.971014 0.800000 0.000000 0.000000 1.000000
0.797468 0.613636 0.710145 0.720000 0.000000 0.000000 1.000000
0.594937 0.727273 0.231884 0.080000 1.000000 0.000000 0.000000
0.696203 0.590909 0.637681 0.480000 0.000000 1.000000 0.000000
0.632911 0.522727 0.478261 0.400000 0.000000 1.000000 0.000000
0.911392 0.727273 0.869565 0.720000 0.000000 0.000000 1.000000
0.607595 0.681818 0.202899 0.120000 1.000000 0.000000 0.000000
0.645570 0.863636 0.231884 0.080000 1.000000 0.000000 0.000000
0.772152 0.681818 0.710145 0.720000 0.000000 0.000000 1.000000
0.607595 0.772727 0.275362 0.080000 1.000000 0.000000 0.000000
0.632911 0.681818 0.231884 0.080000 1.000000 0.000000 0.000000
0.632911 0.727273 0.173913 0.080000 1.000000 0.000000 0.000000
0.772152 0.590909 0.811594 0.560000 0.000000 0.000000 1.000000
0.810127 0.636364 0.811594 0.840000 0.000000 0.000000 1.000000
0.544304 0.681818 0.159420 0.040000 1.000000 0.000000 0.000000
0.734177 0.909091 0.173913 0.080000 1.000000 0.000000 0.000000
0.645570 0.863636 0.275362 0.160000 1.000000 0.000000 0.000000
0.848101 0.704545 0.637681 0.560000 0.000000 1.000000 0.000000
0.784810 0.636364 0.695652 0.720000 0.000000 0.000000 1.000000
0.620253 0.681818 0.202899 0.080000 1.000000 0.000000 0.000000
0.645570 0.795455 0.202899 0.080000 1.000000 0.000000 0.000000
0.708861 0.681818 0.652174 0.600000 0.000000 1.000000 0.000000
0.734177 0.613636 0.594203 0.400000 0.000000 1.000000 0.000000
0.632911 0.772727 0.231884 0.160000 1.000000 0.000000 0.000000
0.582278 0.727273 0.202899 0.080000 1.000000 0.000000 0.000000
0.759494 0.659091 0.652174 0.600000 0.000000 1.000000 0.000000
0.721519 0.590909 0.507246 0.400000 0.000000 1.000000 0.000000
0.721519 1.000000 0.217391 0.160000 1.000000 0.000000 0.000000
0.632911 0.818182 0.202899 0.080000 1.000000 0.000000 0.000000
0.974684 0.681818 0.884058 0.920000 0.000000 0.000000 1.000000
0.797468 0.772727 0.811594 0.960000 0.000000 0.000000 1.000000
0.734177 0.613636 0.739130 0.760000 0.000000 0.000000 1.000000
0.721519 0.659091 0.608696 0.520000 0.000000 1.000000 0.000000
0.911392 0.681818 0.840580 0.640000 0.000000 0.000000 1.000000
0.683544 0.772727 0.217391 0.160000 1.000000 0.000000 0.000000
0.658228 0.931818 0.217391 0.040000 1.000000 0.000000 0.000000
0.898734 0.681818 0.855072 0.840000 0.000000 0.000000 1.000000
0.810127 0.704545 0.797101 0.720000 0.000000 0.000000 1.000000
0.759494 0.681818 0.695652 0.720000 0.000000 0.000000 1.000000
0.797468 0.659091 0.811594 0.720000 0.000000 0.000000 1.000000
0.620253 0.545455 0.478261 0.400000 0.000000 1.000000 0.000000
0.708861 0.613636 0.608696 0.520000 0.000000 1.000000 0.000000
0.721519 0.681818 0.608696 0.480000 0.000000 1.000000 0.000000
0.696203 0.954545 0.202899 0.080000 1.000000 0.000000 0.000000
0.620253 0.704545 0.217391 0.080000 1.000000 0.000000 0.000000
0.974684 0.590909 1.000000 0.920000 0.000000 0.000000 1.000000
0.759494 0.500000 0.724638 0.600000 0.000000 0.000000 1.000000
0.683544 0.886364 0.246377 0.160000 1.000000 0.000000 0.000000
0.835443 0.659091 0.666667 0.520000 0.000000 1.000000 0.000000
0.658228 0.613636 0.565217 0.560000 0.000000 1.000000 0.000000
0.759494 0.772727 0.652174 0.640000 0.000000 1.000000 0.000000
0.632911 0.772727 0.217391 0.080000 1.000000 0.000000 0.000000
0.556962 0.659091 0.202899 0.080000 1.000000 0.000000 0.000000
0.632911 0.454545 0.507246 0.400000 0.000000 1.000000 0.000000
0.696203 0.545455 0.536232 0.400000 0.000000 1.000000 0.000000
0.734177 0.613636 0.565217 0.480000 0.000000 1.000000 0.000000
0.594937 0.727273 0.188406 0.080000 1.000000 0.000000 0.000000
0.582278 0.704545 0.217391 0.080000 1.000000 0.000000 0.000000
0.873418 0.727273 0.826087 0.920000 0.000000 0.000000 1.000000
0.784810 0.659091 0.623188 0.520000 0.000000 1.000000 0.000000
0.936709 0.636364 0.884058 0.760000 0.000000 0.000000 1.000000
0.746835 0.681818 0.608696 0.600000 0.000000 1.000000 0.000000
0.645570 0.772727 0.217391 0.080000 1.000000 0.000000 0.000000
0.632911 0.795455 0.188406 0.120000 1.000000 0.000000 0.000000
0.708861 0.636364 0.710145 0.800000 0.000000 0.000000 1.000000
0.759494 0.500000 0.579710 0.400000 0.000000 1.000000 0.000000
0.924051 0.659091 0.913043 0.720000 0.000000 0.000000 1.000000
0.848101 0.568182 0.840580 0.720000 0.000000 0.000000 1.000000
0.620253 0.704545 0.217391 0.040000 1.000000 0.000000 0.000000
0.848101 0.704545 0.681159 0.600000 0.000000 1.000000 0.000000
0.797468 0.522727 0.637681 0.520000 0.000000 1.000000 0.000000
0.683544 0.840909 0.217391 0.080000 1.000000 0.000000 0.000000
0.708861 0.681818 0.594203 0.520000 0.000000 1.000000 0.000000
0.797468 0.568182 0.710145 0.600000 0.000000 1.000000 0.000000
0.772152 0.636364 0.681159 0.480000 0.000000 1.000000 0.000000
0.810127 0.659091 0.623188 0.520000 0.000000 1.000000 0.000000
